技能ID,技能模板名称,技能显示名称,技能图标,施法地点,翨道皮肤路径,技能释放动作ID,技能释放特效,是否全屏特效,技能打击效果特效路径,技能打击特效挂点,技能击中效果特效路径,目标是否播放受伤动作,空格可否播放特效,是否固定地点播放,特效显示顺序,前台技能效果类型,技能显示类型,技能描述,释放方式,技能类型,技能耗魔,昐围ID,是否增加怒气,施法者怒气获得基础值,施法者怒气获得修正值,施法者怒气获得倍率,被打者怒气获得基础值,被打者怒气获得修正值,被打者怒气获得倍率,是否跳过命中判定,是否跳过致命判定,是否跳过格挡判定,是否跳过伤害过程,输出通道,属性输出通道,物理基础攻击修正值,物理攻击百分比修正值,物理攻击伤害倍率,必杀基础攻击修正值,必杀攻击百分比修正值,必杀攻击伤害倍率,魔法基础攻击修正值,魔法攻击百分比修正值,魔法攻击伤害倍率,风属性基础攻击修正值,风属性攻击伤害倍率,雷属性基础攻击修正值,雷属性攻击伤害倍率,水属性基础攻击修正值,水属性攻击伤害倍率,火属性基础攻击修正值,火属性攻击伤害倍率,技能最终伤害值加成,技能修正致命一击率,技能修正命中率,多踥伤害系数,次数限制,技能硐动权重,技能冷却回合,状态包ID X,删除状态包IDX,复合技能IDX,释放概率,是否享受怒气加成,技能目标昐围图片,怒气技能类型,技能提示,击中效果提示
17002941,"1_卡牌諃雄148,普通技能,物理攻击,敌方单体,物理伤害,1234,,,,,,,",,,,,,,,,,,,,,Oc0D0sA,,1,,1,物理攻击,0,7,1,25,0,0,25,0,0,0,0,0,0,1,"4,5,6,7",0,0,10000,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,1.png,,强化武器可提高技能伤害,
17002942,"1_卡牌諃雄148,普通技能,物理攻击,敌方单体,物理伤害,1234,,,,,,,",,,,,,,,,,,,,,Oc0D0sA,,1,,1,物理攻击,0,7,1,25,0,0,25,0,0,0,0,0,0,1,"4,5,6,7",0,0,10000,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,17002943,,0,1.png,,强化武器可提高技能伤害,
17002943,"1_卡牌諃雄148,普通技能,小弟技能,敌方单体,1234,1234,,,,,,,",,,,,,,,,,,,,,Oc0D0sA,,1,,1,加状态,0,7,0,0,0,0,0,0,0,1,1,1,1,,"4,5,6,7",0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,1.png,,强化装备无法提高技能效果,
17002951,"1_卡牌諃雄148,怒气技能,怒气攻击,敌方单体,必杀伤害,1234,,,,,,,",,,,,,,,,,,,,,Oc0D0sA,,1,,2,怒气攻击,99999,7,0,0,0,0,0,0,0,1,0,1,0,2,"4,5,6,7",0,0,0,0,0,30000,0,0,0,,,,,,,,,,,,,,,,,,,,1,1.png,,强化戒指可提高技能伤害,
17002952,"1_卡牌諃雄148,普通技能,物理攻击,敌方单体,物理伤害,1234,,,,,,,",,,,,,,,,,,,,,Oc0D0sA,,1,,1,物理攻击,0,7,1,25,0,0,25,0,0,0,0,0,0,1,"4,5,6,7",0,0,10000,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,1.png,,强化武器可提高技能伤害,
17002953,"1_卡牌諃雄148,普通技能,物理攻击,敌方单体,物理伤害,1234,,,,,,,",,,,,,,,,,,,,,Oc0D0sA,,1,,1,物理攻击,0,7,1,25,0,0,25,0,0,0,0,0,0,1,"4,5,6,7",0,0,10000,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,1.png,,强化武器可提高技能伤害,
17002961,"1_卡牌諃雄149,普通技能,物理攻击,敌方单体,物理伤害,1234,,,,,,,",,,,,,,,,,,,,,Oc0D0sA,,1,,1,物理攻击,0,7,1,25,0,0,25,0,0,0,0,0,0,1,"4,5,6,7",0,0,10000,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,1.png,,强化武器可提高技能伤害,
17002962,"1_卡牌諃雄149,普通技能,物理攻击,敌方单体,物理伤害,1234,,,,,,,",,,,,,,,,,,,,,Oc0D0sA,,1,,1,物理攻击,0,7,1,25,0,0,25,0,0,0,0,0,0,1,"4,5,6,7",0,0,10000,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,17002963,,0,1.png,,强化武器可提高技能伤害,
17002963,"1_卡牌諃雄149,普通技能,小弟技能,敌方单体,1234,1234,,,,,,,",,,,,,,,,,,,,,Oc0D0sA,,1,,1,加状态,0,7,0,0,0,0,0,0,0,1,1,1,1,,"4,5,6,7",0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,1.png,,强化装备无法提高技能效果,
17002971,"1_卡牌諃雄149,怒气技能,怒气攻击,敌方单体,必杀伤害,1234,,,,,,,",,,,,,,,,,,,,,Oc0D0sA,,1,,2,怒气攻击,99999,7,0,0,0,0,0,0,0,1,0,1,0,2,"4,5,6,7",0,0,0,0,0,30000,0,0,0,,,,,,,,,,,,,,,,,,,,1,1.png,,强化戒指可提高技能伤害,
17002972,"1_卡牌諃雄149,普通技能,物理攻击,敌方单体,物理伤害,1234,,,,,,,",,,,,,,,,,,,,,Oc0D0sA,,1,,1,物理攻击,0,7,1,25,0,0,25,0,0,0,0,0,0,1,"4,5,6,7",0,0,10000,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,1.png,,强化武器可提高技能伤害,
17002973,"1_卡牌諃雄149,普通技能,物理攻击,敌方单体,物理伤害,1234,,,,,,,",,,,,,,,,,,,,,Oc0D0sA,,1,,1,物理攻击,0,7,1,25,0,0,25,0,0,0,0,0,0,1,"4,5,6,7",0,0,10000,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,1.png,,强化武器可提高技能伤害,
17002981,"1_卡牌諃雄150,普通技能,物理攻击,敌方单体,物理伤害,1234,,,,,,,",,,,,,,,,,,,,,Oc0D0sA,,1,,1,物理攻击,0,7,1,25,0,0,25,0,0,0,0,0,0,1,"4,5,6,7",0,0,10000,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,1.png,,强化武器可提高技能伤害,
17002982,"1_卡牌諃雄150,普通技能,物理攻击,敌方单体,物理伤害,1234,,,,,,,",,,,,,,,,,,,,,Oc0D0sA,,1,,1,物理攻击,0,7,1,25,0,0,25,0,0,0,0,0,0,1,"4,5,6,7",0,0,10000,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,17002983,,0,1.png,,强化武器可提高技能伤害,
17002983,"1_卡牌諃雄150,普通技能,小弟技能,敌方单体,1234,1234,,,,,,,",,,,,,,,,,,,,,Oc0D0sA,,1,,1,加状态,0,7,0,0,0,0,0,0,0,1,1,1,1,,"4,5,6,7",0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,1.png,,强化装备无法提高技能效果,
17002991,"1_卡牌諃雄150,怒气技能,怒气攻击,敌方单体,必杀伤害,1234,,,,,,,",,,,,,,,,,,,,,Oc0D0sA,,1,,2,怒气攻击,99999,7,0,0,0,0,0,0,0,1,0,1,0,2,"4,5,6,7",0,0,0,0,0,30000,0,0,0,,,,,,,,,,,,,,,,,,,,1,1.png,,强化戒指可提高技能伤害,
17002992,"1_卡牌諃雄150,普通技能,物理攻击,敌方单体,物理伤害,1234,,,,,,,",,,,,,,,,,,,,,Oc0D0sA,,1,,1,物理攻击,0,7,1,25,0,0,25,0,0,0,0,0,0,1,"4,5,6,7",0,0,10000,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,1.png,,强化武器可提高技能伤害,
17002993,"1_卡牌諃雄150,普通技能,物理攻击,敌方单体,物理伤害,1234,,,,,,,",,,,,,,,,,,,,,Oc0D0sA,,1,,1,物理攻击,0,7,1,25,0,0,25,0,0,0,0,0,0,1,"4,5,6,7",0,0,10000,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,1.png,,强化武器可提高技能伤害,
17003001,"1_卡牌諃雄151,普通技能,物理攻击,敌方单体,物理伤害,1234,,,,,,,",,,,,,,,,,,,,,Oc0D0sA,,1,,1,物理攻击,0,7,1,25,0,0,25,0,0,0,0,0,0,1,"4,5,6,7",0,0,10000,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,1.png,,强化武器可提高技能伤害,
17003002,"1_卡牌諃雄151,普通技能,物理攻击,敌方单体,物理伤害,1234,,,,,,,",,,,,,,,,,,,,,Oc0D0sA,,1,,1,物理攻击,0,7,1,25,0,0,25,0,0,0,0,0,0,1,"4,5,6,7",0,0,10000,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,17003003,,0,1.png,,强化武器可提高技能伤害,
17003003,"1_卡牌諃雄151,普通技能,小弟技能,敌方单体,1234,1234,,,,,,,",,,,,,,,,,,,,,Oc0D0sA,,1,,1,加状态,0,7,0,0,0,0,0,0,0,1,1,1,1,,"4,5,6,7",0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,1.png,,强化装备无法提高技能效果,
17003011,"1_卡牌諃雄151,怒气技能,怒气攻击,敌方单体,必杀伤害,1234,,,,,,,",,,,,,,,,,,,,,Oc0D0sA,,1,,2,怒气攻击,99999,7,0,0,0,0,0,0,0,1,0,1,0,2,"4,5,6,7",0,0,0,0,0,30000,0,0,0,,,,,,,,,,,,,,,,,,,,1,1.png,,强化戒指可提高技能伤害,
17003012,"1_卡牌諃雄151,普通技能,物理攻击,敌方单体,物理伤害,1234,,,,,,,",,,,,,,,,,,,,,Oc0D0sA,,1,,1,物理攻击,0,7,1,25,0,0,25,0,0,0,0,0,0,1,"4,5,6,7",0,0,10000,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,1.png,,强化武器可提高技能伤害,
17003013,"1_卡牌諃雄151,普通技能,物理攻击,敌方单体,物理伤害,1234,,,,,,,",,,,,,,,,,,,,,Oc0D0sA,,1,,1,物理攻击,0,7,1,25,0,0,25,0,0,0,0,0,0,1,"4,5,6,7",0,0,10000,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,1.png,,强化武器可提高技能伤害,
17003021,"1_卡牌諃雄152,普通技能,物理攻击,敌方单体,物理伤害,1234,,,,,,,",,,,,,,,,,,,,,Oc0D0sA,,1,,1,物理攻击,0,7,1,25,0,0,25,0,0,0,0,0,0,1,"4,5,6,7",0,0,10000,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,1.png,,强化武器可提高技能伤害,
17003022,"1_卡牌諃雄152,普通技能,物理攻击,敌方单体,物理伤害,1234,,,,,,,",,,,,,,,,,,,,,Oc0D0sA,,1,,1,物理攻击,0,7,1,25,0,0,25,0,0,0,0,0,0,1,"4,5,6,7",0,0,10000,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,17003023,,0,1.png,,强化武器可提高技能伤害,
17003023,"1_卡牌諃雄152,普通技能,小弟技能,敌方单体,1234,1234,,,,,,,",,,,,,,,,,,,,,Oc0D0sA,,1,,1,加状态,0,7,0,0,0,0,0,0,0,1,1,1,1,,"4,5,6,7",0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,1.png,,强化装备无法提高技能效果,
17003031,"1_卡牌諃雄152,怒气技能,怒气攻击,敌方单体,必杀伤害,1234,,,,,,,",,,,,,,,,,,,,,Oc0D0sA,,1,,2,怒气攻击,99999,7,0,0,0,0,0,0,0,1,0,1,0,2,"4,5,6,7",0,0,0,0,0,30000,0,0,0,,,,,,,,,,,,,,,,,,,,1,1.png,,强化戒指可提高技能伤害,
17003032,"1_卡牌諃雄152,普通技能,物理攻击,敌方单体,物理伤害,1234,,,,,,,",,,,,,,,,,,,,,Oc0D0sA,,1,,1,物理攻击,0,7,1,25,0,0,25,0,0,0,0,0,0,1,"4,5,6,7",0,0,10000,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,1.png,,强化武器可提高技能伤害,
17003033,"1_卡牌諃雄152,普通技能,物理攻击,敌方单体,物理伤害,1234,,,,,,,",,,,,,,,,,,,,,Oc0D0sA,,1,,1,物理攻击,0,7,1,25,0,0,25,0,0,0,0,0,0,1,"4,5,6,7",0,0,10000,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,1.png,,强化武器可提高技能伤害,
17003041,"1_卡牌諃雄153,普通技能,物理攻击,敌方单体,物理伤害,1234,,,,,,,",,,,,,,,,,,,,,Oc0D0sA,,1,,1,物理攻击,0,7,1,25,0,0,25,0,0,0,0,0,0,1,"4,5,6,7",0,0,10000,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,1.png,,强化武器可提高技能伤害,
17003042,"1_卡牌諃雄153,普通技能,物理攻击,敌方单体,物理伤害,1234,,,,,,,",,,,,,,,,,,,,,Oc0D0sA,,1,,1,物理攻击,0,7,1,25,0,0,25,0,0,0,0,0,0,1,"4,5,6,7",0,0,10000,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,17003043,,0,1.png,,强化武器可提高技能伤害,
17003043,"1_卡牌諃雄153,普通技能,小弟技能,敌方单体,1234,1234,,,,,,,",,,,,,,,,,,,,,Oc0D0sA,,1,,1,加状态,0,7,0,0,0,0,0,0,0,1,1,1,1,,"4,5,6,7",0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,1.png,,强化装备无法提高技能效果,
17003051,"1_卡牌諃雄153,怒气技能,怒气攻击,敌方单体,必杀伤害,1234,,,,,,,",,,,,,,,,,,,,,Oc0D0sA,,1,,2,怒气攻击,99999,7,0,0,0,0,0,0,0,1,0,1,0,2,"4,5,6,7",0,0,0,0,0,30000,0,0,0,,,,,,,,,,,,,,,,,,,,1,1.png,,强化戒指可提高技能伤害,
17003052,"1_卡牌諃雄153,普通技能,物理攻击,敌方单体,物理伤害,1234,,,,,,,",,,,,,,,,,,,,,Oc0D0sA,,1,,1,物理攻击,0,7,1,25,0,0,25,0,0,0,0,0,0,1,"4,5,6,7",0,0,10000,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,1.png,,强化武器可提高技能伤害,
17003053,"1_卡牌諃雄153,普通技能,物理攻击,敌方单体,物理伤害,1234,,,,,,,",,,,,,,,,,,,,,Oc0D0sA,,1,,1,物理攻击,0,7,1,25,0,0,25,0,0,0,0,0,0,1,"4,5,6,7",0,0,10000,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,1.png,,强化武器可提高技能伤害,
17003061,"1_卡牌諃雄154,普通技能,物理攻击,敌方单体,物理伤害,1234,,,,,,,",,,,,,,,,,,,,,Oc0D0sA,,1,,1,物理攻击,0,7,1,25,0,0,25,0,0,0,0,0,0,1,"4,5,6,7",0,0,10000,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,1.png,,强化武器可提高技能伤害,
17003062,"1_卡牌諃雄154,普通技能,物理攻击,敌方单体,物理伤害,1234,,,,,,,",,,,,,,,,,,,,,Oc0D0sA,,1,,1,物理攻击,0,7,1,25,0,0,25,0,0,0,0,0,0,1,"4,5,6,7",0,0,10000,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,17003063,,0,1.png,,强化武器可提高技能伤害,
17003063,"1_卡牌諃雄154,普通技能,小弟技能,敌方单体,1234,1234,,,,,,,",,,,,,,,,,,,,,Oc0D0sA,,1,,1,加状态,0,7,0,0,0,0,0,0,0,1,1,1,1,,"4,5,6,7",0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,1.png,,强化装备无法提高技能效果,
17003071,"1_卡牌諃雄154,怒气技能,怒气攻击,敌方单体,必杀伤害,1234,,,,,,,",,,,,,,,,,,,,,Oc0D58sA,,0,,,,0,,,0,0,0,0,0,0,1,0,0,1,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,,0,0,,强化戒指可提高技能伤害,
17003072,"1_卡牌諃雄154,普通技能,物理攻击,敌方单体,物理伤害,1234,,,,,,,",,,,,,,,,,,,,,Oc0D58sA,,0,,,,0,,,0,0,0,0,0,0,1,0,0,1,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,,0,0,,强化武器可提高技能伤害,
17003073,"1_卡牌諃雄154,普通技能,物理攻击,敌方单体,物理伤害,1234,,,,,,,",,,,,,,,,,,,,,Oc0D58sA,,0,,,,0,,,0,0,0,0,0,0,1,0,0,1,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,,0,0,,强化武器可提高技能伤害,
17003081,"1_卡牌諃雄155,普通技能,物理攻击,敌方单体,物理伤害,1234,,,,,,,",,,,,,,,,,,,,,Oc0D58sA,,0,,,,0,,,0,0,0,0,0,0,1,0,0,1,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,,0,0,,强化武器可提高技能伤害,
17003082,"1_卡牌諃雄155,普通技能,物理攻击,敌方单体,物理伤害,1234,,,,,,,",,,,,,,,,,,,,,Oc0D58sA,,0,,,,0,,,0,0,0,0,0,0,1,0,0,1,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,,0,0,,强化武器可提高技能伤害,
17003083,"1_卡牌諃雄155,普通技能,小弟技能,敌方单体,1234,1234,,,,,,,",,,,,,,,,,,,,,Oc0D58sA,,0,,,,0,,,0,0,0,0,0,0,1,0,0,1,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,,0,0,,强化装备无法提高技能效果,
17003091,"1_卡牌諃雄155,怒气技能,怒气攻击,敌方单体,必杀伤害,1234,,,,,,,",,,,,,,,,,,,,,Oc0D58sA,,0,,,,0,,,0,0,0,0,0,0,1,0,0,1,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,,0,0,,强化戒指可提高技能伤害,
17003092,"1_卡牌諃雄155,普通技能,物理攻击,敌方单体,物理伤害,1234,,,,,,,",,,,,,,,,,,,,,Oc0D58sA,,0,,,,0,,,0,0,0,0,0,0,1,0,0,1,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,,0,0,,强化武器可提高技能伤害,
17003093,"1_卡牌諃雄155,普通技能,物理攻击,敌方单体,物理伤害,1234,,,,,,,",,,,,,,,,,,,,,Oc0D58sA,,0,,,,0,,,0,0,0,0,0,0,1,0,0,1,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,,0,0,,强化武器可提高技能伤害,
17003101,"1_卡牌諃雄156,普通技能,物理攻击,敌方单体,物理伤害,1234,,,,,,,",,,,,,,,,,,,,,Oc0D58sA,,0,,,,0,,,0,0,0,0,0,0,1,0,0,1,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,,0,0,,强化武器可提高技能伤害,
17003102,"1_卡牌諃雄156,普通技能,物理攻击,敌方单体,物理伤害,1234,,,,,,,",,,,,,,,,,,,,,Oc0D58sA,,0,,,,0,,,0,0,0,0,0,0,1,0,0,1,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,,0,0,,强化武器可提高技能伤害,
17003103,"1_卡牌諃雄156,普通技能,小弟技能,敌方单体,1234,1234,,,,,,,",,,,,,,,,,,,,,Oc0D58sA,,0,,,,0,,,0,0,0,0,0,0,1,0,0,1,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,,0,0,,强化装备无法提高技能效果,
17003111,"1_卡牌諃雄156,怒气技能,怒气攻击,敌方单体,必杀伤害,1234,,,,,,,",,,,,,,,,,,,,,Oc0D58sA,,0,,,,0,,,0,0,0,0,0,0,1,0,0,1,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,,0,0,,强化戒指可提高技能伤害,
17003112,"1_卡牌諃雄156,普通技能,物理攻击,敌方单体,物理伤害,1234,,,,,,,",,,,,,,,,,,,,,Oc0D58sA,,0,,,,0,,,0,0,0,0,0,0,1,0,0,1,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,,0,0,,强化武器可提高技能伤害,
17003113,"1_卡牌諃雄156,普通技能,物理攻击,敌方单体,物理伤害,1234,,,,,,,",,,,,,,,,,,,,,Oc0D58sA,,0,,,,0,,,0,0,0,0,0,0,1,0,0,1,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,,0,0,,强化武器可提高技能伤害,
17003121,"1_卡牌諃雄157,普通技能,物理攻击,敌方单体,物理伤害,1234,,,,,,,",,,,,,,,,,,,,,Oc0D58sA,,0,,,,0,,,0,0,0,0,0,0,1,0,0,1,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,,0,0,,强化武器可提高技能伤害,
17003122,"1_卡牌諃雄157,普通技能,物理攻击,敌方单体,物理伤害,1234,,,,,,,",,,,,,,,,,,,,,Oc0D58sA,,0,,,,0,,,0,0,0,0,0,0,1,0,0,1,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,,0,0,,强化武器可提高技能伤害,
17003123,"1_卡牌諃雄157,普通技能,小弟技能,敌方单体,1234,1234,,,,,,,",,,,,,,,,,,,,,Oc0D58sA,,0,,,,0,,,0,0,0,0,0,0,1,0,0,1,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,,0,0,,强化装备无法提高技能效果,
17003131,"1_卡牌諃雄157,怒气技能,怒气攻击,敌方单体,必杀伤害,1234,,,,,,,",,,,,,,,,,,,,,Oc0D58sA,,0,,,,0,,,0,0,0,0,0,0,1,0,0,1,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,,0,0,,强化戒指可提高技能伤害,
17003132,"1_卡牌諃雄157,普通技能,物理攻击,敌方单体,物理伤害,1234,,,,,,,",,,,,,,,,,,,,,Oc0D58sA,,0,,,,0,,,0,0,0,0,0,0,1,0,0,1,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,,0,0,,强化武器可提高技能伤害,
17003133,"1_卡牌諃雄157,普通技能,物理攻击,敌方单体,物理伤害,1234,,,,,,,",,,,,,,,,,,,,,Oc0D58sA,,0,,,,0,,,0,0,0,0,0,0,1,0,0,1,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,,0,0,,强化武器可提高技能伤害,
17003141,"1_卡牌諃雄158,普通技能,物理攻击,敌方单体,物理伤害,1234,,,,,,,",,,,,,,,,,,,,,Oc0D58sA,,0,,,,0,,,0,0,0,0,0,0,1,0,0,1,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,,0,0,,强化武器可提高技能伤害,
17003142,"1_卡牌諃雄158,普通技能,物理攻击,敌方单体,物理伤害,1234,,,,,,,",,,,,,,,,,,,,,Oc0D58sA,,0,,,,0,,,0,0,0,0,0,0,1,0,0,1,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,,0,0,,强化武器可提高技能伤害,
17003143,"1_卡牌諃雄158,普通技能,小弟技能,敌方单体,1234,1234,,,,,,,",,,,,,,,,,,,,,Oc0D58sA,,0,,,,0,,,0,0,0,0,0,0,1,0,0,1,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,,0,0,,强化装备无法提高技能效果,
17003151,"1_卡牌諃雄158,怒气技能,怒气攻击,敌方单体,必杀伤害,1234,,,,,,,",,,,,,,,,,,,,,Oc0D58sA,,0,,,,0,,,0,0,0,0,0,0,1,0,0,1,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,,0,0,,强化戒指可提高技能伤害,
17003152,"1_卡牌諃雄158,普通技能,物理攻击,敌方单体,物理伤害,1234,,,,,,,",,,,,,,,,,,,,,Oc0D58sA,,0,,,,0,,,0,0,0,0,0,0,1,0,0,1,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,,0,0,,强化武器可提高技能伤害,
17003153,"1_卡牌諃雄158,普通技能,物理攻击,敌方单体,物理伤害,1234,,,,,,,",,,,,,,,,,,,,,Oc0D58sA,,0,,,,0,,,0,0,0,0,0,0,1,0,0,1,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,,0,0,,强化武器可提高技能伤害,
17003161,"1_卡牌諃雄159,普通技能,物理攻击,敌方单体,物理伤害,1234,,,,,,,",,,,,,,,,,,,,,Oc0D58sA,,0,,,,0,,,0,0,0,0,0,0,1,0,0,1,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,,0,0,,强化武器可提高技能伤害,
17003162,"1_卡牌諃雄159,普通技能,物理攻击,敌方单体,物理伤害,1234,,,,,,,",,,,,,,,,,,,,,Oc0D58sA,,0,,,,0,,,0,0,0,0,0,0,1,0,0,1,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,,0,0,,强化武器可提高技能伤害,
17003163,"1_卡牌諃雄159,普通技能,小弟技能,敌方单体,1234,1234,,,,,,,",,,,,,,,,,,,,,Oc0D58sA,,0,,,,0,,,0,0,0,0,0,0,1,0,0,1,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,,0,0,,强化装备无法提高技能效果,
17003171,"1_卡牌諃雄159,怒气技能,怒气攻击,敌方单体,必杀伤害,1234,,,,,,,",,,,,,,,,,,,,,Oc0D58sA,,0,,,,0,,,0,0,0,0,0,0,1,0,0,1,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,,0,0,,强化戒指可提高技能伤害,
17003172,"1_卡牌諃雄159,普通技能,物理攻击,敌方单体,物理伤害,1234,,,,,,,",,,,,,,,,,,,,,Oc0D58sA,,0,,,,0,,,0,0,0,0,0,0,1,0,0,1,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,,0,0,,强化武器可提高技能伤害,
17003173,"1_卡牌諃雄159,普通技能,物理攻击,敌方单体,物理伤害,1234,,,,,,,",,,,,,,,,,,,,,Oc0D58sA,,0,,,,0,,,0,0,0,0,0,0,1,0,0,1,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,,0,0,,强化武器可提高技能伤害,
17003181,"1_卡牌諃雄160,普通技能,物理攻击,敌方单体,物理伤害,1234,,,,,,,",,,,,,,,,,,,,,Oc0D58sA,,0,,,,0,,,0,0,0,0,0,0,1,0,0,1,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,,0,0,,强化武器可提高技能伤害,
17003182,"1_卡牌諃雄160,普通技能,物理攻击,敌方单体,物理伤害,1234,,,,,,,",,,,,,,,,,,,,,Oc0D58sA,,0,,,,0,,,0,0,0,0,0,0,1,0,0,1,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,,0,0,,强化武器可提高技能伤害,
17003183,"1_卡牌諃雄160,普通技能,小弟技能,敌方单体,1234,1234,,,,,,,",,,,,,,,,,,,,,Oc0D58sA,,0,,,,0,,,0,0,0,0,0,0,1,0,0,1,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,,0,0,,强化装备无法提高技能效果,
17003191,"1_卡牌諃雄160,怒气技能,怒气攻击,敌方单体,必杀伤害,1234,,,,,,,",,,,,,,,,,,,,,Oc0D58sA,,0,,,,0,,,0,0,0,0,0,0,1,0,0,1,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,,0,0,,强化戒指可提高技能伤害,
17003192,"1_卡牌諃雄160,普通技能,物理攻击,敌方单体,物理伤害,1234,,,,,,,",,,,,,,,,,,,,,Oc0D58sA,,0,,,,0,,,0,0,0,0,0,0,1,0,0,1,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,,0,0,,强化武器可提高技能伤害,
